City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,rawson,-43.3002,-65.1023,11.16,30,0,4.63,AR,2024-09-15 04:30:29
297,fortuna foothills,32.6578,-114.4119,31.23,49,0,3.09,US,2024-09-15 04:30:30
298,lompoc,34.6391,-120.4579,14.94,89,100,2.06,US,2024-09-15 04:30:02
299,goderich,43.7501,-81.7165,19.18,77,2,3.6,CA,2024-09-15 04:30:32
300,boca do acre,-8.7522,-67.3978,25.88,32,11,0.27,BR,2024-09-15 04:30:33
301,manokwari,-0.8667,134.0833,29.17,66,21,2.3,ID,2024-09-15 04:30:34
302,maamba,-17.3667,27.15,23.03,31,0,1.91,ZM,2024-09-15 04:30:35
303,sovetskaya gavan',48.9723,140.2878,17.51,47,86,3.19,RU,2024-09-15 04:30:36
304,bodo,67.28,14.405,9.87,69,0,7.72,NO,2024-09-15 04:30:38
305,pirenopolis,-15.8525,-48.9592,24.11,33,97,2.35,BR,2024-09-15 04:30:39
306,woolgoolga,-30.1106,153.2007,16.93,56,76,11.63,AU,2024-09-15 04:30:40
307,stansted mountfitchet,51.9,0.2,9.21,92,61,2.06,GB,2024-09-15 04:30:41
308,murzuq,25.9155,13.9184,28.33,49,85,3.31,LY,2024-09-15 04:30:15
309,san fernando de apure,7.8878,-67.4724,24.97,88,3,0.68,VE,2024-09-15 04:30:43
310,sarikei,2.1167,111.5167,32.86,44,95,2.32,MY,2024-09-15 04:30:44
311,khash,28.2211,61.2158,27.02,24,3,1.81,IR,2024-09-15 04:30:45
312,campbell river,50.0163,-125.2446,12.21,94,75,1.03,CA,2024-09-15 04:30:43
313,buala,-8.145,159.5921,28.43,74,62,1.1,SB,2024-09-15 04:30:47
314,porto velho,-8.7619,-63.9039,28.03,69,47,0.51,BR,2024-09-15 04:30:49
315,kota belud,6.351,116.4305,31.06,59,70,6.32,MY,2024-09-15 04:30:50
316,mahibadhoo,3.7833,72.9667,28.85,73,19,3.48,MV,2024-09-15 04:30:51
317,alofi,-19.0595,-169.9187,25.94,78,40,3.6,NU,2024-09-15 04:30:52
318,hasaki,35.7333,140.8333,28.21,77,29,10.7,JP,2024-09-15 04:30:53
319,madalena,41.2162,-8.3345,16.92,64,8,1.9,PT,2024-09-15 04:30:54
320,apolinario saravia,-24.4328,-63.9954,14.56,50,21,1.96,AR,2024-09-15 04:30:55
321,laascaanood,8.4774,47.3597,24.66,49,49,14.09,SO,2024-09-15 04:30:56
322,valparaiso,-33.0393,-71.6273,7.8,93,0,0.0,CL,2024-09-15 04:30:57
323,loukhi,66.0764,33.0381,12.5,93,100,1.12,RU,2024-09-15 04:30:58
324,batouri,4.4333,14.3667,20.2,99,100,1.4,CM,2024-09-15 04:30:59
325,malyye derbety,47.9547,44.6808,21.4,39,0,6.37,RU,2024-09-15 04:31:01
326,aykhal,66.0,111.5,0.39,92,100,7.89,RU,2024-09-15 04:31:02
327,kiunga,-6.1219,141.2906,28.05,78,92,1.05,PG,2024-09-15 04:31:03
328,klaksvik,62.2266,-6.589,9.55,91,92,17.75,FO,2024-09-15 04:31:04
329,thivai,38.325,23.3189,16.14,63,0,1.87,GR,2024-09-15 04:31:05
330,yoloten,37.2989,62.3597,25.13,15,12,1.97,TM,2024-09-15 04:31:06
331,tadine,-21.55,167.8833,22.4,70,8,6.56,NC,2024-09-15 04:31:08
332,san pedro,14.35,121.0167,30.57,85,75,4.63,PH,2024-09-15 04:31:09
333,morondava,-20.2833,44.2833,25.79,77,58,1.17,MG,2024-09-15 04:31:10
334,haiku-pauwela,20.9219,-156.3051,25.67,74,40,9.26,US,2024-09-15 04:31:12
335,corner brook,48.9667,-57.9484,7.26,95,19,1.7,CA,2024-09-15 04:31:13
336,kamloops,50.6665,-120.3192,15.55,59,75,2.57,CA,2024-09-15 04:27:03
337,amga,60.8953,131.9608,8.54,42,16,2.5,RU,2024-09-15 04:31:15
338,loreto,22.2667,-101.9667,17.55,87,100,6.95,MX,2024-09-15 04:31:16
339,suzun,53.7841,82.3116,12.24,65,100,3.72,RU,2024-09-15 04:31:17
340,pacasmayo,-7.4006,-79.5714,15.61,93,12,3.9,PE,2024-09-15 04:31:18
341,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.51,GF,2024-09-15 04:31:19
342,muroto-misakicho,33.2833,134.15,28.04,86,100,5.87,JP,2024-09-15 04:31:20
343,farsan,32.2569,50.561,15.02,28,0,1.5,IR,2024-09-15 04:31:21
344,okha,53.5739,142.9478,11.86,60,4,6.54,RU,2024-09-15 04:31:22
345,reconquista,-29.15,-59.65,11.59,78,68,3.27,AR,2024-09-15 04:31:24
346,falenki,58.3613,51.5946,17.9,76,21,2.25,RU,2024-09-15 04:31:25
347,obihiro,42.9172,143.2044,20.67,74,99,5.83,JP,2024-09-15 04:31:26
348,silsbee,30.3491,-94.178,27.23,88,98,1.77,US,2024-09-15 04:31:27
349,shibirghan,36.6676,65.7529,25.71,15,11,1.33,AF,2024-09-15 04:31:28
350,pangody,65.85,74.4859,6.74,46,18,1.22,RU,2024-09-15 04:31:29
351,pujili,-0.95,-78.6833,8.6,94,56,4.06,EC,2024-09-15 04:31:30
352,amparafaravola,-17.5833,48.2167,18.33,61,10,4.76,MG,2024-09-15 04:31:31
353,smithers,54.7804,-127.1743,9.18,81,40,1.54,CA,2024-09-15 04:31:32
354,mzimba,-11.9,33.6,21.14,38,8,5.1,MW,2024-09-15 04:31:33
355,jianshui,23.6363,102.8264,26.82,67,31,1.35,CN,2024-09-15 04:31:34
356,ashkasham,36.6833,71.5333,11.62,41,80,1.24,AF,2024-09-15 04:31:36
357,wanganui,-39.9333,175.05,12.28,76,18,2.44,NZ,2024-09-15 04:31:37
358,chibougamau,49.9168,-74.3659,13.79,94,0,1.03,CA,2024-09-15 04:31:38
359,kavieng,-2.5744,150.7967,28.55,72,88,1.48,PG,2024-09-15 04:31:39
360,hami,42.8,93.45,22.74,26,9,1.52,CN,2024-09-15 04:31:40
361,marka,1.7159,44.7717,26.14,69,22,7.29,SO,2024-09-15 04:31:41
362,kenai,60.5544,-151.2583,9.05,100,100,2.57,US,2024-09-15 04:31:42
363,rosarito,32.3333,-117.0333,18.51,81,0,1.0,MX,2024-09-15 04:31:43
364,aragarcas,-15.8975,-52.2508,23.75,32,20,0.52,BR,2024-09-15 04:31:44
365,subaykhan,34.8544,40.6083,26.48,49,9,7.09,SY,2024-09-15 04:31:45
366,mutuali,-14.8706,37.0044,24.23,49,5,1.12,MZ,2024-09-15 04:31:46
367,ardestan,33.3761,52.3694,23.31,34,29,2.92,IR,2024-09-15 04:31:48
368,vavatenina,-17.4667,49.2,19.52,86,100,1.51,MG,2024-09-15 04:31:49
369,noumea,-22.2763,166.4572,21.06,70,67,4.8,NC,2024-09-15 04:31:50
370,balqash,46.8481,74.995,15.33,44,0,8.0,KZ,2024-09-15 04:31:51
371,jiangzi,28.95,89.6333,12.43,32,35,1.35,CN,2024-09-15 04:31:52
372,guangyuan,32.442,105.823,28.76,72,60,2.48,CN,2024-09-15 04:31:53
373,tamanrasset,22.785,5.5228,21.95,60,20,1.03,DZ,2024-09-15 04:31:54
374,mananjary,-21.2167,48.3333,21.9,76,62,3.26,MG,2024-09-15 04:31:55
375,puerto maldonado,-12.6,-69.1833,28.51,43,72,1.33,PE,2024-09-15 04:31:56
376,bundaberg north,-24.8551,152.3425,24.03,41,0,4.16,AU,2024-09-15 04:31:57
377,san jose del guaviare,2.5729,-72.6459,24.64,81,28,0.72,CO,2024-09-15 04:32:00
378,frontino,6.7801,-76.1288,19.64,99,100,0.71,CO,2024-09-15 04:32:01
379,narrabri,-30.3167,149.7833,18.07,43,6,1.79,AU,2024-09-15 04:32:02
380,hanceville,34.0607,-86.7675,21.95,95,78,4.86,US,2024-09-15 04:32:03
381,al kharijah,25.4514,30.5464,26.42,47,0,4.15,EG,2024-09-15 04:32:04
382,happy valley-goose bay,53.3168,-60.3315,6.17,81,20,4.12,CA,2024-09-15 04:32:05
383,makubetsu,45.3714,141.8211,18.84,63,20,4.63,JP,2024-09-15 04:32:06
384,tyukhtet,56.5389,89.3011,5.47,59,51,4.1,RU,2024-09-15 04:32:07
385,tsengel,49.4783,100.8894,5.22,83,34,10.75,MN,2024-09-15 04:32:08
386,basco,20.4487,121.9702,28.92,75,100,3.61,PH,2024-09-15 04:32:09
387,shingu,33.7333,135.9833,27.91,86,100,2.72,JP,2024-09-15 04:32:10
388,orerokpe,5.6351,5.8896,23.45,96,99,1.18,NG,2024-09-15 04:32:12
389,queenstown,-31.8976,26.8753,13.76,70,19,1.29,ZA,2024-09-15 04:32:13
390,dongning,44.0622,131.1207,19.4,44,0,1.11,CN,2024-09-15 04:32:14
391,karabash,55.4808,60.2157,13.87,81,0,1.34,RU,2024-09-15 04:32:15
392,eregli,37.5133,34.0467,23.98,32,44,0.26,TR,2024-09-15 04:32:16
393,sarangani,5.4033,125.4636,28.69,72,90,8.66,PH,2024-09-15 04:32:18
394,el granada,37.5027,-122.4694,15.79,87,100,2.06,US,2024-09-15 04:32:19
395,hithadhoo,-0.6,73.0833,28.63,74,13,3.77,MV,2024-09-15 04:32:20
396,kirakira,-10.4544,161.9205,28.04,79,29,2.78,SB,2024-09-15 04:32:22
397,wuhai,39.6647,106.8122,13.46,91,100,2.13,CN,2024-09-15 04:32:23
398,weno,7.4515,151.8468,24.97,94,100,2.06,FM,2024-09-15 04:32:24
399,bayanaul,50.7889,75.6956,14.14,67,91,3.27,KZ,2024-09-15 04:32:25
400,villa gesell,-37.2639,-56.973,6.19,75,0,4.29,AR,2024-09-15 04:32:26
401,jayapura,-2.5333,140.7,32.66,79,96,1.62,ID,2024-09-15 04:32:27
402,dogubayazit,39.5469,44.0842,16.86,49,9,2.07,TR,2024-09-15 04:32:28
403,khanty-mansiysk,61.0042,69.0019,10.06,71,0,2.0,RU,2024-09-15 04:32:29
404,khorixas,-20.3667,14.9667,16.33,28,8,1.2,NA,2024-09-15 04:32:30
405,kingsville,27.5159,-97.8561,28.98,88,0,2.06,US,2024-09-15 04:32:31
406,china,25.7,-99.2333,28.73,72,99,8.54,MX,2024-09-15 04:32:32
407,constitucion,-35.3333,-72.4167,10.53,71,78,2.37,CL,2024-09-15 04:32:33
408,pangkalpinang,-2.1333,106.1333,33.41,45,72,3.81,ID,2024-09-15 04:32:35
409,jasdan,22.0333,71.2,27.93,60,8,5.75,IN,2024-09-15 04:32:37
410,gao,16.6362,1.637,28.2,61,81,2.22,ML,2024-09-15 04:32:38
411,hammerfest,70.6634,23.6821,7.25,100,55,1.54,NO,2024-09-15 04:32:39
412,chalonnes-sur-loire,47.3516,-0.7631,7.56,74,32,2.44,FR,2024-09-15 04:32:40
413,rio grande,-32.035,-52.0986,11.29,83,1,4.44,BR,2024-09-15 04:32:42
414,malango,-2.9627,119.9001,28.95,44,78,2.06,ID,2024-09-15 04:32:44
415,ranau,5.9538,116.6641,28.18,63,97,2.49,MY,2024-09-15 04:32:45
416,aleksandrovskoye,44.7142,43.0008,16.85,66,0,8.07,RU,2024-09-15 04:32:46
417,itaituba,-4.2761,-55.9836,29.21,43,74,0.9,BR,2024-09-15 04:32:47
418,yelizovo,53.1873,158.3805,16.08,33,20,6.0,RU,2024-09-15 04:32:48
419,tolanaro,-25.0319,46.9987,21.04,78,0,6.17,MG,2024-09-15 04:32:49
420,luderitz,-26.6481,15.1594,10.64,76,0,6.8,NA,2024-09-15 04:32:50
421,alamosa,37.4695,-105.87,11.99,47,0,0.0,US,2024-09-15 04:32:51
422,east london,-33.0153,27.9116,16.52,94,100,1.03,ZA,2024-09-15 04:32:52
423,sirte,31.2089,16.5887,24.84,66,85,5.01,LY,2024-09-15 04:32:53
424,saguenay,48.4168,-71.0657,11.16,91,0,1.54,CA,2024-09-15 04:32:54
425,iitti,60.8949,26.3387,15.17,99,94,2.21,FI,2024-09-15 04:32:56
426,usinsk,65.9939,57.5281,16.49,83,94,5.43,RU,2024-09-15 04:32:57
427,chernyshevsk,52.5243,117.0174,18.52,41,100,2.99,RU,2024-09-15 04:32:58
428,darnah,32.767,22.6367,24.65,64,26,8.24,LY,2024-09-15 04:32:59
429,mount pearl,47.5166,-52.7813,10.64,82,100,7.2,CA,2024-09-15 04:33:00
430,dubti,11.7361,41.0853,33.93,30,32,3.34,ET,2024-09-15 04:33:01
431,sao lourenco do oeste,-26.3592,-52.8511,12.65,86,80,2.71,BR,2024-09-15 04:33:02
432,sao joao da barra,-21.6403,-41.0511,22.14,88,4,7.5,BR,2024-09-15 04:33:03
433,sittwe,20.15,92.9,27.67,83,100,5.64,MM,2024-09-15 04:33:04
434,santo antonio do ica,-3.1022,-67.9397,24.95,68,92,1.13,BR,2024-09-15 04:33:05
435,isla vista,34.4133,-119.861,18.24,83,100,2.57,US,2024-09-15 04:30:12
436,susuman,62.7833,148.1667,4.48,74,100,6.43,RU,2024-09-15 04:33:08
437,tarrafal de sao nicolau,16.5667,-24.3667,25.31,73,99,3.77,CV,2024-09-15 04:33:09
438,vernon,50.2581,-119.2691,13.85,78,80,1.03,CA,2024-09-15 04:33:10
439,bayanhongor,46.7167,100.1167,8.15,23,14,8.96,MN,2024-09-15 04:33:11
440,caleta de carquin,-11.0925,-77.6267,16.35,87,49,3.83,PE,2024-09-15 04:33:14
441,yeppoon,-23.1333,150.7333,21.85,55,0,5.29,AU,2024-09-15 04:33:15
442,kataysk,56.289,62.5841,15.67,76,44,2.58,RU,2024-09-15 04:33:16
443,krasnokholm,51.5979,54.1567,18.69,62,100,3.26,RU,2024-09-15 04:33:17
444,bonthe,7.5264,-12.505,24.53,90,92,1.86,SL,2024-09-15 04:33:18
445,mount isa,-20.7333,139.5,30.87,23,2,5.66,AU,2024-09-15 04:33:20
446,dizangue,3.7667,9.9833,22.82,98,95,0.41,CM,2024-09-15 04:33:21
447,zahedan,29.4963,60.8629,21.95,20,0,2.06,IR,2024-09-15 04:33:22
448,zhosaly,45.4878,64.0781,20.81,32,62,10.1,KZ,2024-09-15 04:33:23
449,aral,40.5156,81.2636,27.27,18,93,3.85,CN,2024-09-15 04:33:24
450,piti village,13.4626,144.6933,30.03,83,100,3.6,GU,2024-09-15 04:33:25
451,eydhafushi,5.1033,73.0708,28.42,74,24,3.57,MV,2024-09-15 04:33:26
452,moapa valley,36.5805,-114.4703,28.97,27,0,2.3,US,2024-09-15 04:33:27
453,borba,-4.3878,-59.5939,27.23,49,64,1.09,BR,2024-09-15 04:33:28
454,le port,-20.9373,55.2919,22.16,62,53,2.06,RE,2024-09-15 04:33:29
455,petawawa,45.9001,-77.3328,15.99,93,1,1.12,CA,2024-09-15 04:33:30
456,bellaria-igea marina,44.1421,12.47,17.17,58,100,2.68,IT,2024-09-15 04:33:31
457,zhelezinka,53.54,75.3072,16.58,66,94,5.86,KZ,2024-09-15 04:33:33
458,tamiahua,21.2667,-97.45,27.03,89,31,2.2,MX,2024-09-15 04:33:34
459,praia,14.9215,-23.5087,26.3,78,40,3.6,CV,2024-09-15 04:33:35
460,el quebrachal,-25.2833,-64.0667,15.15,37,15,1.0,AR,2024-09-15 04:33:36
461,gokwe,-18.2048,28.9349,20.09,28,0,2.26,ZW,2024-09-15 04:33:37
462,paimpol,48.7784,-3.0438,8.65,63,0,1.6,FR,2024-09-15 04:33:38
463,kachug,53.9606,105.8817,11.39,66,100,5.79,RU,2024-09-15 04:33:39
464,saudarkrokur,65.7461,-19.6394,3.62,98,100,6.8,IS,2024-09-15 04:33:40
465,ponta delgada,37.7333,-25.6667,20.4,77,20,3.09,PT,2024-09-15 04:33:41
466,namtsy,62.7161,129.6658,8.89,40,6,3.08,RU,2024-09-15 04:33:42
467,nyurba,63.2842,118.3319,6.76,46,36,2.9,RU,2024-09-15 04:33:43
468,mar del plata,-38.0023,-57.5575,7.71,88,0,2.24,AR,2024-09-15 04:33:45
469,yung shue wan,22.2333,114.1167,33.12,62,43,1.58,HK,2024-09-15 04:33:46
470,zyryanskoye,56.8306,86.6258,6.45,58,9,4.68,RU,2024-09-15 04:33:47
471,cill airne,52.05,-9.5167,14.36,99,100,1.37,IE,2024-09-15 04:33:48
472,cabedelo,-6.9811,-34.8339,23.37,81,60,5.16,BR,2024-09-15 04:33:49
473,belle chasse,29.8549,-89.9906,26.67,80,75,0.0,US,2024-09-15 04:33:50
474,holualoa,19.6228,-155.9522,22.36,96,53,0.97,US,2024-09-15 04:33:52
475,castillos,-34.1667,-53.8333,5.54,85,0,1.29,UY,2024-09-15 04:33:53
476,formiga,-20.4644,-45.4264,18.14,42,12,1.24,BR,2024-09-15 04:33:54
477,ust'-kulom,61.6864,53.6902,18.65,74,95,1.13,RU,2024-09-15 04:33:55
478,cadale,2.7603,46.3222,25.89,72,20,9.18,SO,2024-09-15 04:33:57
479,jobabo,20.9692,-76.2994,25.01,88,81,0.4,CU,2024-09-15 04:33:58
480,mil'kovo,55.6078,37.7956,15.35,53,71,3.02,RU,2024-09-15 04:33:59
481,faranah,10.0404,-10.7434,21.48,99,100,2.96,GN,2024-09-15 04:34:00
482,bridgewater,44.3835,-64.5155,8.95,93,14,1.36,CA,2024-09-15 04:34:01
483,archangelos,36.2149,28.1149,24.62,64,67,4.78,GR,2024-09-15 04:34:02
484,pilona,43.35,-5.3667,11.77,73,9,1.99,ES,2024-09-15 04:34:03
485,gosaba,22.165,88.7998,25.95,87,100,9.57,IN,2024-09-15 04:34:04
486,al ghayzah,16.2079,52.176,27.22,79,50,2.1,YE,2024-09-15 04:34:05
487,nikolayevsk-on-amure,53.1406,140.73,16.35,48,32,3.5,RU,2024-09-15 04:34:06
488,colonia,50.9333,6.95,7.17,88,20,0.51,DE,2024-09-15 04:34:07
489,bubaque,11.2833,-15.8333,26.8,80,100,6.26,GW,2024-09-15 04:34:09
490,govindgarh,27.5,76.9833,31.63,51,1,3.17,IN,2024-09-15 04:34:10
491,casper,42.8666,-106.3131,14.36,31,27,1.34,US,2024-09-15 04:30:51
492,boulder,40.0833,-105.3505,17.18,38,0,2.24,US,2024-09-15 04:34:13
493,nchelenge,-9.3451,28.734,22.6,35,39,1.65,ZM,2024-09-15 04:34:14
494,tucurui,-3.7661,-49.6725,25.17,55,19,2.96,BR,2024-09-15 04:34:15
495,callao,-12.0667,-77.15,17.62,82,100,3.6,PE,2024-09-15 04:34:16
496,zouerate,22.7187,-12.4521,30.51,24,0,2.78,MR,2024-09-15 04:34:17
497,canyon lake,29.8752,-98.2625,28.73,69,100,0.89,US,2024-09-15 04:31:00
498,booneville,34.6582,-88.5667,20.79,98,100,3.88,US,2024-09-15 04:34:20
499,kalanaur,28.8333,76.4,31.36,52,7,5.5,IN,2024-09-15 04:34:21
500,la tuque,47.4334,-72.7824,13.14,94,15,0.0,CA,2024-09-15 04:34:22
501,sisimiut,66.9395,-53.6735,2.64,89,51,3.1,GL,2024-09-15 04:34:23
502,westport,41.1415,-73.3579,19.55,90,26,0.45,US,2024-09-15 04:30:06
503,joshimath,30.5667,79.5667,21.42,61,10,2.86,IN,2024-09-15 04:34:25
504,veinticinco de mayo,-35.4323,-60.1727,6.1,82,4,1.79,AR,2024-09-15 04:34:26
505,montepuez,-13.1256,38.9997,23.15,62,0,3.49,MZ,2024-09-15 04:34:27
506,itaberai,-16.0203,-49.8103,26.81,30,85,2.82,BR,2024-09-15 04:34:28
507,howard springs,-12.497,131.047,31.6,55,58,2.44,AU,2024-09-15 04:34:29
508,paradip garh,20.3167,86.6167,27.77,77,100,8.22,IN,2024-09-15 04:34:30
509,vimmerby,57.6659,15.8552,5.73,83,0,2.24,SE,2024-09-15 04:34:32
510,minas de marcona,-15.2119,-75.1103,9.2,91,71,6.42,PE,2024-09-15 04:34:33
511,skelleftea,64.7507,20.9528,5.2,100,56,2.57,SE,2024-09-15 04:34:34
512,pathein,16.7833,94.7333,30.98,67,97,5.19,MM,2024-09-15 04:34:35
513,freetown,8.484,-13.2299,24.47,91,100,2.04,SL,2024-09-15 04:34:36
514,korla,41.7597,86.1469,23.99,28,25,3.18,CN,2024-09-15 04:34:37
515,diapaga,12.0708,1.7889,23.15,95,96,2.34,BF,2024-09-15 04:34:38
516,ta`u,-14.2336,-169.5144,26.59,83,35,6.69,AS,2024-09-15 04:34:39
517,touros,-5.1989,-35.4608,21.78,88,1,4.96,BR,2024-09-15 04:34:40
518,burlington,39.8835,-74.6413,16.09,93,0,0.0,US,2024-09-15 04:34:41
519,mahdia,35.5047,11.0622,19.82,53,0,7.31,TN,2024-09-15 04:34:42
520,extrema,-22.8547,-46.3183,16.12,78,18,2.28,BR,2024-09-15 04:34:44
521,kalmunai,7.4167,81.8167,33.13,50,31,1.15,LK,2024-09-15 04:34:45
522,sorong,-0.8833,131.25,28.67,76,35,6.19,ID,2024-09-15 04:34:46
523,capitao poco,-1.7464,-47.0594,21.46,98,6,2.16,BR,2024-09-15 04:34:47
524,takanabe,32.1333,131.5,28.94,87,94,1.93,JP,2024-09-15 04:34:48
525,acapulco de juarez,16.8634,-99.8901,29.9,79,100,2.06,MX,2024-09-15 04:31:07
526,turpan,42.9333,89.1667,27.84,25,13,3.54,CN,2024-09-15 04:34:50
527,markovo,57.3206,107.0881,8.87,83,87,4.75,RU,2024-09-15 04:34:51
528,al burayqah,30.4062,19.5739,25.82,68,29,8.13,LY,2024-09-15 04:34:52
529,kolonia town,6.964,158.206,34.0,55,75,3.09,FM,2024-09-15 04:34:53
530,hobyo,5.3505,48.5268,26.35,71,37,10.55,SO,2024-09-15 04:34:54
531,crane,31.3974,-102.3501,26.38,47,84,4.03,US,2024-09-15 04:34:56
532,laojunmiao,39.8333,97.7333,15.95,55,49,3.66,CN,2024-09-15 04:34:57
533,kasane,-17.8167,25.15,20.05,32,0,1.03,BW,2024-09-15 04:34:58
534,gulf shores,30.246,-87.7008,26.67,83,100,1.54,US,2024-09-15 04:34:59
535,baukau,51.5526,7.2042,8.6,90,63,1.16,DE,2024-09-15 04:35:00
536,porto novo,6.4965,2.6036,24.9,95,100,1.8,BJ,2024-09-15 04:35:01
537,porteirinha,-15.7433,-43.0283,19.13,57,3,2.22,BR,2024-09-15 04:35:02
538,formosa do rio preto,-11.0483,-45.1931,20.92,36,25,1.89,BR,2024-09-15 04:35:03
539,kourou,5.1552,-52.6478,24.32,88,19,3.3,GF,2024-09-15 04:35:05
540,puerto penasco,31.3167,-113.5333,30.51,74,0,2.68,MX,2024-09-15 04:35:06
541,nizao,18.25,-70.2,26.63,88,22,1.51,DO,2024-09-15 04:35:07
542,waingapu,-9.6567,120.2641,30.69,47,49,7.81,ID,2024-09-15 04:35:08
543,primorsk,46.7348,36.3443,20.36,51,0,11.42,UA,2024-09-15 04:35:09
544,serdar,38.9764,56.2757,22.92,17,24,0.9,TM,2024-09-15 04:35:10
545,mafinga,-7.25,35.0667,21.73,42,1,2.01,TZ,2024-09-15 04:35:11
546,suva,-18.1416,178.4415,26.71,78,75,3.09,FJ,2024-09-15 04:35:12
547,alta,69.9689,23.2717,2.59,81,1,1.54,NO,2024-09-15 04:35:13
548,alto araguaia,-17.3147,-53.2153,23.04,36,23,3.34,BR,2024-09-15 04:35:14
549,tofol,5.3248,163.0078,28.14,69,100,1.34,FM,2024-09-15 04:35:16
550,mersa matruh,31.3525,27.2453,26.11,73,40,2.57,EG,2024-09-15 04:35:17
551,carbondale,37.7273,-89.2168,21.0,94,75,0.0,US,2024-09-15 04:35:18
552,urengoy,65.9667,78.3667,6.11,49,38,2.61,RU,2024-09-15 04:35:19
553,sur,22.5667,59.5289,33.27,42,0,2.84,OM,2024-09-15 04:35:20
554,karaton,-6.3424,106.1045,33.49,40,71,0.52,ID,2024-09-15 04:35:21
555,mahavelona,-17.6848,49.5087,22.34,67,98,3.9,MG,2024-09-15 04:35:22
556,zhalantun,48.0,122.7167,24.43,33,52,5.23,CN,2024-09-15 04:35:23
557,hoemul-li,41.4339,129.67,20.17,57,95,2.04,KP,2024-09-15 04:35:24
558,bethanie,-26.4833,17.15,7.71,52,1,1.23,NA,2024-09-15 04:35:25
559,kruisfontein,-34.0033,24.7314,12.41,93,2,3.03,ZA,2024-09-15 04:35:26
560,douz,33.4663,9.0203,21.3,49,0,6.78,TN,2024-09-15 04:35:28
561,labuan,5.2767,115.2417,31.2,74,20,2.24,MY,2024-09-15 04:35:29
562,sete,43.4018,3.6966,13.86,53,37,4.56,FR,2024-09-15 04:35:30
563,necochea,-38.5473,-58.7368,5.4,67,5,6.2,AR,2024-09-15 04:35:31
564,palmas,-10.2128,-48.3603,24.93,38,0,2.57,BR,2024-09-15 04:35:32
565,salinopolis,-0.6136,-47.3561,26.21,81,23,5.71,BR,2024-09-15 04:35:33
566,yazoo city,32.8551,-90.4056,19.54,90,88,2.04,US,2024-09-15 04:35:35
567,bulawayo,-20.15,28.5833,20.34,28,26,3.85,ZW,2024-09-15 04:35:39
568,zaozersk,69.4005,32.4476,9.27,81,100,0.86,RU,2024-09-15 04:35:40
569,sinop,41.7711,34.8709,22.04,53,92,2.67,TR,2024-09-15 04:35:41
570,richards bay,-28.783,32.0377,19.07,80,96,1.05,ZA,2024-09-15 04:35:42
571,bixby,35.942,-95.8833,24.75,75,1,1.34,US,2024-09-15 04:30:50
572,terenos,-20.4422,-54.8603,22.84,73,60,4.63,BR,2024-09-15 04:35:44
573,baley,51.6,116.6333,19.29,38,100,5.59,RU,2024-09-15 04:35:45
574,sai buri,6.7013,101.6168,31.84,57,100,5.87,TH,2024-09-15 04:35:48
575,lyakhavichy,53.0388,26.2656,16.74,57,96,5.24,BY,2024-09-15 04:35:49
576,lorengau,-2.0226,147.2712,28.36,78,49,3.07,PG,2024-09-15 04:35:50
577,gadzhiyevo,69.2551,33.3362,10.3,81,100,1.11,RU,2024-09-15 04:35:51
578,la mira,18.035,-102.3266,26.09,88,100,1.68,MX,2024-09-15 04:35:52
579,chake chake,-5.2459,39.7666,25.9,64,9,4.29,TZ,2024-09-15 04:35:53
580,zalegoshch',52.9008,36.8869,17.97,31,1,5.07,RU,2024-09-15 04:35:54
581,pingxiang,27.6167,113.85,29.42,77,63,3.21,CN,2024-09-15 04:35:55
582,pontes e lacerda,-15.2261,-59.3353,25.96,56,54,1.33,BR,2024-09-15 04:35:56
583,micheweni,-4.9667,39.8333,25.69,67,25,4.93,TZ,2024-09-15 04:35:57
584,crescent city,41.756,-124.2018,16.38,98,100,4.63,US,2024-09-15 04:35:58
585,lander,42.833,-108.7307,17.45,23,0,5.66,US,2024-09-15 04:32:48
586,ostersund,63.1792,14.6357,6.25,80,71,5.14,SE,2024-09-15 04:36:01
587,honiara,-9.4333,159.95,28.61,74,22,1.16,SB,2024-09-15 04:36:02
588,fort bragg,35.139,-79.006,23.23,84,100,5.66,US,2024-09-15 04:31:11
589,quang ngai,15.1167,108.8,34.79,48,97,2.76,VN,2024-09-15 04:36:04
590,corinto,37.9407,22.9573,19.94,57,0,3.62,GR,2024-09-15 04:36:05
591,tura,25.5198,90.2201,23.95,95,100,1.99,IN,2024-09-15 04:36:06
592,antofagasta,-23.65,-70.4,13.6,84,51,3.21,CL,2024-09-15 04:36:08
593,teknaf,20.8624,92.3058,27.63,84,100,5.86,BD,2024-09-15 04:36:10
594,magadan,59.5667,150.8,8.43,72,66,2.44,RU,2024-09-15 04:36:11
595,sept-iles,50.2001,-66.3821,6.29,100,20,2.57,CA,2024-09-15 04:36:12
596,lhasa,29.65,91.1,19.04,42,57,2.42,CN,2024-09-15 04:36:13
